chrome.networks.wifi.Details,/Devices/Governors,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,details,,FALSE,FALSE,TRUE,FALSE,MCS-Devices,NAME_SERVERS_ENUM_AUTOMATIC,******,Direct,WPA-PSK,,,MCS-Devices,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.0.value.allowIpConfiguration,fields.0.value.allowNameServersConfiguration,fields.0.value.automaticallyConnect,fields.0.value.hiddenSsid,fields.0.value.name,fields.0.value.nameServerSelection,fields.0.value.passphrase,fields.0.value.proxySettings.type,fields.0.value.security,fields.0.value.selections.keyboardIds,fields.0.value.selections.keyboardIds.0,fields.0.value.ssid,fields.1.name,fields.1.value,,,,,,,,,,,,
chrome.devices.DeviceLoginScreenAutocompleteDomainGroup,/Devices/Guest,/Devices,FALSE,0,,,2,loginScreenDomainAutoComplete,TRUE,,,,,,,,,,,,,loginScreenDomainAutoCompletePrefix,meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.devices.DisabledDeviceReturnInstructions,/Devices/Guest,/Devices,FALSE,0,,,1,deviceDisabledMessage,"Please return this device to Meadowcroft Community Primary School 

Little Green Ln
Chertsey
Surrey, United Kingdom
KT16 9PT",,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.devices.SignInKeyboard,/Devices/Guest,/Devices,FALSE,0,,,1,loginScreenKeyboardSelections,,,,,,,,,,,1,xkb:gb:extd:eng,,,,,,,,,,,,,,,
chrome.devices.SignInRestriction,/Devices/Guest,/Devices,FALSE,0,,,2,deviceAllowNewUsers,RESTRICTED_LIST,,,,,,,,,,,,,userAllowlist,*@meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Devices/Guest,/Devices,FALSE,0,,,1,secondaryGoogleAccountSigninAllowed,UNSET,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeDevices,/Devices/Guest,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeDevices,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeUsers,/Devices/Guest,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeUsers,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.Details,/Devices/Guest,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,details,,FALSE,FALSE,TRUE,FALSE,MCS-Devices,NAME_SERVERS_ENUM_AUTOMATIC,******,Direct,WPA-PSK,,,MCS-Devices,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.0.value.allowIpConfiguration,fields.0.value.allowNameServersConfiguration,fields.0.value.automaticallyConnect,fields.0.value.hiddenSsid,fields.0.value.name,fields.0.value.nameServerSelection,fields.0.value.passphrase,fields.0.value.proxySettings.type,fields.0.value.security,fields.0.value.selections.keyboardIds,fields.0.value.selections.keyboardIds.0,fields.0.value.ssid,fields.1.name,fields.1.value,,,,,,,,,,,,
chrome.devices.DeviceLoginScreenAutocompleteDomainGroup,/Devices/Staff,/Devices,FALSE,0,,,2,loginScreenDomainAutoComplete,TRUE,,,,,,,,,,,,,loginScreenDomainAutoCompletePrefix,meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.devices.DisabledDeviceReturnInstructions,/Devices/Staff,/Devices,FALSE,0,,,1,deviceDisabledMessage,"Please return this device to Meadowcroft Community Primary School 

Little Green Ln
Chertsey
Surrey, United Kingdom
KT16 9PT",,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.devices.LoginScreenNamesAndPhotos,/Devices/Staff,/Devices/Staff,TRUE,0,,,1,showUserNames,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.devices.SignInKeyboard,/Devices/Staff,/Devices,FALSE,0,,,1,loginScreenKeyboardSelections,,,,,,,,,,,1,xkb:gb:extd:eng,,,,,,,,,,,,,,,
chrome.devices.SignInRestriction,/Devices/Staff,/Devices,FALSE,0,,,2,deviceAllowNewUsers,RESTRICTED_LIST,,,,,,,,,,,,,userAllowlist,*@meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.users.DeviceEnrollment,/Devices/Staff,/Devices/Staff,TRUE,0,,,1,autoDevicePlacementEnabled,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Devices/Staff,/Devices,FALSE,0,,,1,secondaryGoogleAccountSigninAllowed,UNSET,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeDevices,/Devices/Staff,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeDevices,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeUsers,/Devices/Staff,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeUsers,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.Details,/Devices/Staff,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,details,,FALSE,FALSE,TRUE,FALSE,MCS-Devices,NAME_SERVERS_ENUM_AUTOMATIC,******,Direct,WPA-PSK,,,MCS-Devices,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.0.value.allowIpConfiguration,fields.0.value.allowNameServersConfiguration,fields.0.value.automaticallyConnect,fields.0.value.hiddenSsid,fields.0.value.name,fields.0.value.nameServerSelection,fields.0.value.passphrase,fields.0.value.proxySettings.type,fields.0.value.security,fields.0.value.selections.keyboardIds,fields.0.value.selections.keyboardIds.0,fields.0.value.ssid,fields.1.name,fields.1.value,,,,,,,,,,,,
chrome.devices.DeviceLoginScreenAutocompleteDomainGroup,/Devices/Status,/Devices,FALSE,0,,,2,loginScreenDomainAutoComplete,TRUE,,,,,,,,,,,,,loginScreenDomainAutoCompletePrefix,meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.devices.DisabledDeviceReturnInstructions,/Devices/Status,/Devices,FALSE,0,,,1,deviceDisabledMessage,"Please return this device to Meadowcroft Community Primary School 

Little Green Ln
Chertsey
Surrey, United Kingdom
KT16 9PT",,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.devices.SignInKeyboard,/Devices/Status,/Devices,FALSE,0,,,1,loginScreenKeyboardSelections,,,,,,,,,,,1,xkb:gb:extd:eng,,,,,,,,,,,,,,,
chrome.devices.SignInRestriction,/Devices/Status,/Devices,FALSE,0,,,2,deviceAllowNewUsers,RESTRICTED_LIST,,,,,,,,,,,,,userAllowlist,*@meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Devices/Status,/Devices,FALSE,0,,,1,secondaryGoogleAccountSigninAllowed,UNSET,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeDevices,/Devices/Status,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeDevices,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeUsers,/Devices/Status,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeUsers,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.Details,/Devices/Status,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,details,,FALSE,FALSE,TRUE,FALSE,MCS-Devices,NAME_SERVERS_ENUM_AUTOMATIC,******,Direct,WPA-PSK,,,MCS-Devices,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.0.value.allowIpConfiguration,fields.0.value.allowNameServersConfiguration,fields.0.value.automaticallyConnect,fields.0.value.hiddenSsid,fields.0.value.name,fields.0.value.nameServerSelection,fields.0.value.passphrase,fields.0.value.proxySettings.type,fields.0.value.security,fields.0.value.selections.keyboardIds,fields.0.value.selections.keyboardIds.0,fields.0.value.ssid,fields.1.name,fields.1.value,,,,,,,,,,,,
chrome.devices.DeviceLoginScreenAutocompleteDomainGroup,/Devices/Status/Decommissioned,/Devices,FALSE,0,,,2,loginScreenDomainAutoComplete,TRUE,,,,,,,,,,,,,loginScreenDomainAutoCompletePrefix,meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.devices.DisabledDeviceReturnInstructions,/Devices/Status/Decommissioned,/Devices,FALSE,0,,,1,deviceDisabledMessage,"Please return this device to Meadowcroft Community Primary School 

Little Green Ln
Chertsey
Surrey, United Kingdom
KT16 9PT",,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.devices.SignInKeyboard,/Devices/Status/Decommissioned,/Devices,FALSE,0,,,1,loginScreenKeyboardSelections,,,,,,,,,,,1,xkb:gb:extd:eng,,,,,,,,,,,,,,,
chrome.devices.SignInRestriction,/Devices/Status/Decommissioned,/Devices,FALSE,0,,,2,deviceAllowNewUsers,RESTRICTED_LIST,,,,,,,,,,,,,userAllowlist,*@meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Devices/Status/Decommissioned,/Devices,FALSE,0,,,1,secondaryGoogleAccountSigninAllowed,UNSET,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeDevices,/Devices/Status/Decommissioned,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeDevices,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeUsers,/Devices/Status/Decommissioned,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeUsers,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.Details,/Devices/Status/Decommissioned,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,details,,FALSE,FALSE,TRUE,FALSE,MCS-Devices,NAME_SERVERS_ENUM_AUTOMATIC,******,Direct,WPA-PSK,,,MCS-Devices,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.0.value.allowIpConfiguration,fields.0.value.allowNameServersConfiguration,fields.0.value.automaticallyConnect,fields.0.value.hiddenSsid,fields.0.value.name,fields.0.value.nameServerSelection,fields.0.value.passphrase,fields.0.value.proxySettings.type,fields.0.value.security,fields.0.value.selections.keyboardIds,fields.0.value.selections.keyboardIds.0,fields.0.value.ssid,fields.1.name,fields.1.value,,,,,,,,,,,,
chrome.devices.DeviceLoginScreenAutocompleteDomainGroup,/Devices/Status/Deprovisioned,/Devices,FALSE,0,,,2,loginScreenDomainAutoComplete,TRUE,,,,,,,,,,,,,loginScreenDomainAutoCompletePrefix,meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.devices.DisabledDeviceReturnInstructions,/Devices/Status/Deprovisioned,/Devices,FALSE,0,,,1,deviceDisabledMessage,"Please return this device to Meadowcroft Community Primary School 

Little Green Ln
Chertsey
Surrey, United Kingdom
KT16 9PT",,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.devices.SignInKeyboard,/Devices/Status/Deprovisioned,/Devices,FALSE,0,,,1,loginScreenKeyboardSelections,,,,,,,,,,,1,xkb:gb:extd:eng,,,,,,,,,,,,,,,
chrome.devices.SignInRestriction,/Devices/Status/Deprovisioned,/Devices,FALSE,0,,,2,deviceAllowNewUsers,RESTRICTED_LIST,,,,,,,,,,,,,userAllowlist,*@meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Devices/Status/Deprovisioned,/Devices,FALSE,0,,,1,secondaryGoogleAccountSigninAllowed,UNSET,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeDevices,/Devices/Status/Deprovisioned,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeDevices,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeUsers,/Devices/Status/Deprovisioned,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeUsers,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.Details,/Devices/Status/Deprovisioned,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,details,,FALSE,FALSE,TRUE,FALSE,MCS-Devices,NAME_SERVERS_ENUM_AUTOMATIC,******,Direct,WPA-PSK,,,MCS-Devices,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.0.value.allowIpConfiguration,fields.0.value.allowNameServersConfiguration,fields.0.value.automaticallyConnect,fields.0.value.hiddenSsid,fields.0.value.name,fields.0.value.nameServerSelection,fields.0.value.passphrase,fields.0.value.proxySettings.type,fields.0.value.security,fields.0.value.selections.keyboardIds,fields.0.value.selections.keyboardIds.0,fields.0.value.ssid,fields.1.name,fields.1.value,,,,,,,,,,,,
chrome.devices.DeviceLoginScreenAutocompleteDomainGroup,/Devices/Students,/Devices/Students,TRUE,0,,,2,loginScreenDomainAutoComplete,TRUE,,,,,,,,,,,,,loginScreenDomainAutoCompletePrefix,meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.devices.DisabledDeviceReturnInstructions,/Devices/Students,/Devices,FALSE,0,,,1,deviceDisabledMessage,"Please return this device to Meadowcroft Community Primary School 

Little Green Ln
Chertsey
Surrey, United Kingdom
KT16 9PT",,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.devices.LoginScreenNamesAndPhotos,/Devices/Students,/Devices/Students,TRUE,0,,,1,showUserNames,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.devices.SignInKeyboard,/Devices/Students,/Devices,FALSE,0,,,1,loginScreenKeyboardSelections,,,,,,,,,,,1,xkb:gb:extd:eng,,,,,,,,,,,,,,,
chrome.devices.SignInRestriction,/Devices/Students,/Devices,FALSE,0,,,2,deviceAllowNewUsers,RESTRICTED_LIST,,,,,,,,,,,,,userAllowlist,*@meadowcroft.surrey.sch.uk,,,,,,,,,,,,
chrome.users.DeveloperTools,/Devices/Students,/Devices/Students,TRUE,0,,,2,developerToolsAvailability,NEVER_ALLOW_DEVELOPER_TOOLS,,,,,,,,,,,,,extensionDeveloperModeSettings,UNSET,,,,,,,,,,,,
chrome.users.DeviceEnrollment,/Devices/Students,/Devices/Students,TRUE,0,,,1,autoDevicePlacementEnabled,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Devices/Students,/Devices,FALSE,0,,,1,secondaryGoogleAccountSigninAllowed,UNSET,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeDevices,/Devices/Students,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeDevices,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.AllowForChromeUsers,/Devices/Students,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,allowForChromeUsers,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.networks.wifi.Details,/Devices/Students,/Devices,FALSE,1,network_id,MCS-Devices-Wifi,1,details,,FALSE,FALSE,TRUE,FALSE,MCS-Devices,NAME_SERVERS_ENUM_AUTOMATIC,******,Direct,WPA-PSK,,,MCS-Devices,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.1.name,fields.1.value,fields.2.name,fields.2.value,fields.3.name,fields.3.value,fields.4.name,fields.4.value,,,,,,,,,,,,,,,,,,
chrome.users.AutofillAddressEnabled,/Users,/Users,TRUE,0,,,1,autofillAddressEnabled,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.AutofillCreditCardEnabled,/Users,/Users,TRUE,0,,,1,autofillCreditCardEnabled,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.PrivacySandboxPromptEnabled,/Users,/Users,TRUE,0,,,5,privacySandboxPromptEnabled,FALSE,privacySandboxAdTopicsEnabled,FALSE,privacySandboxSiteEnabledAdsEnabled,FALSE,privacySandboxAdMeasurementEnabled,FALSE,privacySandboxFingerprintingProtectionEnabled,UNSET,,,,,,,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Users,/Users,TRUE,0,,,2,secondaryGoogleAccountSigninAllowed,TRUE,allowedDomainsForApps,*.meadowcroft.surrey.sch.uk,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.apps.InstallType,/Users,/Users,TRUE,1,app_id,chrome:pdlopiakikhioinbeibaachakgdgllff,1,appInstallType,FORCED_AND_PIN_TO_TOOLBAR,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.apps.ManagedConfiguration,/Users,/Users,TRUE,1,app_id,chrome:pdlopiakikhioinbeibaachakgdgllff,1,managedConfiguration,"{ ""Organization"": { ""Value"": { ""Id"": ""91b23454"", ""RegionCode"": ""uk"" } } }",,,,,,,,,,,,,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.1.name,fields.1.value,fields.2.name,fields.2.value,fields.3.name,fields.3.value,fields.4.name,fields.4.value,,,,,,,,,,,,,,,,,,
chrome.users.AutofillAddressEnabled,/Users/Governors,/Users,FALSE,0,,,1,autofillAddressEnabled,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.AutofillCreditCardEnabled,/Users/Governors,/Users,FALSE,0,,,1,autofillCreditCardEnabled,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.PrivacySandboxPromptEnabled,/Users/Governors,/Users,FALSE,0,,,5,privacySandboxPromptEnabled,FALSE,privacySandboxAdTopicsEnabled,FALSE,privacySandboxSiteEnabledAdsEnabled,FALSE,privacySandboxAdMeasurementEnabled,FALSE,privacySandboxFingerprintingProtectionEnabled,UNSET,,,,,,,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Users/Governors,/Users,FALSE,0,,,2,secondaryGoogleAccountSigninAllowed,TRUE,allowedDomainsForApps,*.meadowcroft.surrey.sch.uk,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.apps.InstallType,/Users/Governors,/Users,FALSE,1,app_id,chrome:pdlopiakikhioinbeibaachakgdgllff,1,appInstallType,FORCED_AND_PIN_TO_TOOLBAR,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.apps.ManagedConfiguration,/Users/Governors,/Users,FALSE,1,app_id,chrome:pdlopiakikhioinbeibaachakgdgllff,1,managedConfiguration,"{ ""Organization"": { ""Value"": { ""Id"": ""91b23454"", ""RegionCode"": ""uk"" } } }",,,,,,,,,,,,,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.1.name,fields.1.value,fields.2.name,fields.2.value,fields.3.name,fields.3.value,fields.4.name,fields.4.value,,,,,,,,,,,,,,,,,,
chrome.users.AutofillAddressEnabled,/Users/Guest,/Users,FALSE,0,,,1,autofillAddressEnabled,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.AutofillCreditCardEnabled,/Users/Guest,/Users,FALSE,0,,,1,autofillCreditCardEnabled,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.PrivacySandboxPromptEnabled,/Users/Guest,/Users,FALSE,0,,,5,privacySandboxPromptEnabled,FALSE,privacySandboxAdTopicsEnabled,FALSE,privacySandboxSiteEnabledAdsEnabled,FALSE,privacySandboxAdMeasurementEnabled,FALSE,privacySandboxFingerprintingProtectionEnabled,UNSET,,,,,,,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Users/Guest,/Users,FALSE,0,,,2,secondaryGoogleAccountSigninAllowed,TRUE,allowedDomainsForApps,*.meadowcroft.surrey.sch.uk,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.apps.InstallType,/Users/Guest,/Users,FALSE,1,app_id,chrome:pdlopiakikhioinbeibaachakgdgllff,1,appInstallType,FORCED_AND_PIN_TO_TOOLBAR,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.apps.ManagedConfiguration,/Users/Guest,/Users,FALSE,1,app_id,chrome:pdlopiakikhioinbeibaachakgdgllff,1,managedConfiguration,"{ ""Organization"": { ""Value"": { ""Id"": ""91b23454"", ""RegionCode"": ""uk"" } } }",,,,,,,,,,,,,,,,,,,,,,,,,,
name,orgUnitPath,parentOrgUnitPath,direct,additionalTargetKeys,additionalTargetKeys.0.name,additionalTargetKeys.0.value,fields,fields.0.name,fields.0.value,fields.1.name,fields.1.value,fields.2.name,fields.2.value,fields.3.name,fields.3.value,fields.4.name,fields.4.value,,,,,,,,,,,,,,,,,,
chrome.users.AutofillAddressEnabled,/Users/Service,/Users,FALSE,0,,,1,autofillAddressEnabled,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.AutofillCreditCardEnabled,/Users/Service,/Users,FALSE,0,,,1,autofillCreditCardEnabled,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.PrivacySandboxPromptEnabled,/Users/Service,/Users,FALSE,0,,,5,privacySandboxPromptEnabled,FALSE,privacySandboxAdTopicsEnabled,FALSE,privacySandboxSiteEnabledAdsEnabled,FALSE,privacySandboxAdMeasurementEnabled,FALSE,privacySandboxFingerprintingProtectionEnabled,UNSET,,,,,,,,,,,,,,,,,,
chrome.users.SecondaryGoogleAccountSignin,/Users/Service,/Users,FALSE,0,,,2,secondaryGoogleAccountSigninAllowed,TRUE,allowedDomainsForApps,*.meadowcroft.surrey.sch.uk,,,,,,,,,,,,,,,,,,,,,,,,
chrome.users.apps.InstallType,/Users/Service,/Users,FALSE,1,app_id,chrome:pdlopiakikhioinbeibaachakgdgllff,1,appInstallType,FORCED_AND_PIN_TO_TOOLBAR,,,,,,,,,,,,,,,,,,,,,,,,,,
